file_name,z,ebv,j
spec-0711-52202-0336.fits,0.1297344,0.0961,20374
spec-1814-54555-0573.fits,0.129768,0.0235,20375
spec-1807-54175-0098.fits,0.1297748,0.0196,20376
spec-1938-53379-0309.fits,0.1297907,0.0231,20377
spec-0438-51884-0275.fits,0.1298001,0.0492,20378
spec-2654-54231-0250.fits,0.1298329,0.0205,20379
spec-1202-52672-0174.fits,0.129858,0.0125,20380
spec-2222-53799-0354.fits,0.1298634,0.019,20381
spec-2602-54149-0295.fits,0.1298659,0.0238,20382
spec-2124-53770-0233.fits,0.1298672,0.0161,20383
spec-0306-51637-0425.fits,0.1298707,0.0315,20384
spec-1845-54144-0597.fits,0.1298823,0.023,20385
spec-2095-53474-0640.fits,0.1299,0.0153,20386
spec-1952-53378-0564.fits,0.1299661,0.0148,20387
spec-2794-54537-0483.fits,0.1299694,0.0594,20388
spec-1620-53137-0392.fits,0.1299742,0.0355,20389
spec-1677-53148-0491.fits,0.1300043,0.0185,20390
spec-1741-53052-0053.fits,0.1300078,0.0307,20391
spec-1161-52703-0190.fits,0.1300116,0.0136,20392
spec-1742-53053-0404.fits,0.1300165,0.0244,20393
spec-0312-51689-0030.fits,0.1300234,0.0499,20394
spec-0881-52368-0002.fits,0.1300271,0.0267,20395
spec-2110-53467-0335.fits,0.130033,0.0144,20396
spec-1046-52460-0175.fits,0.1300362,0.0132,20397
spec-2166-54232-0524.fits,0.1300364,0.0382,20398
spec-2008-53473-0374.fits,0.1300388,0.0192,20399
spec-0860-52319-0174.fits,0.130085,0.0439,20400
spec-2604-54484-0251.fits,0.1301347,0.0222,20401
spec-1829-53494-0592.fits,0.1301365,0.029,20402
spec-1303-53050-0076.fits,0.1301509,0.0324,20403
spec-0738-52521-0305.fits,0.1301742,0.0633,20404
spec-2231-53816-0216.fits,0.1301859,0.0228,20405
spec-2480-53851-0146.fits,0.1302104,0.024,20406
spec-1794-54504-0129.fits,0.1302146,0.031,20407
spec-1759-53081-0148.fits,0.130251,0.0556,20408
spec-0988-52520-0528.fits,0.1302584,0.046,20409
spec-1448-53120-0485.fits,0.1302662,0.0091,20410
spec-0465-51910-0376.fits,0.1302836,0.0708,20411
spec-2497-54154-0046.fits,0.1302981,0.0145,20412
spec-2138-53757-0480.fits,0.1302992,0.0115,20413
spec-1367-53083-0161.fits,0.1303155,0.0225,20414
spec-2124-53770-0091.fits,0.1303311,0.0148,20415
spec-0284-51943-0176.fits,0.1303443,0.02,20416
spec-2363-53763-0375.fits,0.1303656,0.0242,20417
spec-1804-53886-0057.fits,0.1303674,0.0243,20418
spec-0857-52314-0634.fits,0.1303905,0.0486,20419
spec-1772-53089-0549.fits,0.1304202,0.021,20420
spec-0638-52081-0580.fits,0.1304367,0.1174,20421
spec-1678-53433-0206.fits,0.1304863,0.0191,20422
spec-0970-52413-0415.fits,0.1305045,0.0173,20423
spec-2277-53705-0358.fits,0.1305296,0.026,20424
spec-2004-53737-0425.fits,0.1305299,0.0151,20425
spec-0920-52411-0597.fits,0.1305499,0.0485,20426
spec-1841-53491-0364.fits,0.1305763,0.0096,20427
spec-2529-54585-0597.fits,0.1305921,0.0418,20428
spec-2610-54476-0359.fits,0.130594,0.0271,20429
spec-0543-52017-0029.fits,0.1305975,0.0383,20430
spec-0595-52023-0467.fits,0.1306099,0.1725,20431
spec-2374-53765-0219.fits,0.1306411,0.0316,20432
spec-2577-54086-0554.fits,0.1306445,0.0282,20433
spec-0453-51915-0324.fits,0.130646,0.0186,20434
spec-2432-54052-0503.fits,0.1306541,0.027,20435
spec-0330-52370-0304.fits,0.1306623,0.0174,20436
spec-2761-54534-0215.fits,0.130678,0.0214,20437
spec-0487-51943-0041.fits,0.1306879,0.0148,20438
spec-0940-52670-0374.fits,0.1306972,0.0117,20439
spec-1781-53297-0639.fits,0.1307284,0.0379,20440
spec-1624-53386-0289.fits,0.1307729,0.0147,20441
spec-2744-54272-0527.fits,0.1307761,0.0185,20442
spec-0583-52055-0466.fits,0.1307836,0.0216,20443
spec-2354-53799-0549.fits,0.1307914,0.0159,20444
spec-2646-54479-0313.fits,0.1307938,0.0236,20445
spec-0783-52325-0591.fits,0.1308048,0.0166,20446
spec-2574-54084-0542.fits,0.130806,0.0348,20447
spec-0904-52381-0091.fits,0.1308146,0.0079,20448
spec-1696-53116-0105.fits,0.1308159,0.0273,20449
spec-1213-52972-0597.fits,0.1308217,0.0119,20450
spec-0438-51884-0225.fits,0.1308552,0.0681,20451
spec-0441-51868-0146.fits,0.1308565,0.0436,20452
spec-1418-53142-0302.fits,0.130857,0.0248,20453
spec-2344-53740-0175.fits,0.1308764,0.0381,20454
spec-1938-53379-0292.fits,0.1308831,0.0198,20455
spec-0712-52199-0461.fits,0.1309004,0.0995,20456
spec-2010-53495-0272.fits,0.1309114,0.0122,20457
spec-1724-53859-0338.fits,0.1309197,0.0304,20458
spec-0817-52381-0141.fits,0.1309399,0.0063,20459
spec-0917-52400-0560.fits,0.1309443,0.0416,20460
spec-1393-52824-0035.fits,0.1309488,0.0466,20461
spec-1417-53141-0088.fits,0.1309893,0.0241,20462
spec-1301-52976-0518.fits,0.1310045,0.0368,20463
spec-0737-52518-0537.fits,0.1310113,0.0606,20464
spec-0975-52411-0046.fits,0.1310339,0.0318,20465
spec-1975-53734-0564.fits,0.131036,0.01,20466
spec-2284-53708-0142.fits,0.1310446,0.0307,20467
spec-2341-53738-0250.fits,0.1310777,0.03,20468
spec-0768-52281-0243.fits,0.1310803,0.0117,20469
spec-1593-52991-0520.fits,0.1310814,0.0127,20470
spec-1281-52753-0235.fits,0.1310822,0.0068,20471
spec-0904-52381-0174.fits,0.1310834,0.0053,20472
spec-2370-53764-0389.fits,0.1310907,0.022,20473
spec-1953-53358-0417.fits,0.1310973,0.02,20474
spec-2111-53467-0444.fits,0.1311215,0.0148,20475
spec-1457-53116-0490.fits,0.1311265,0.0134,20476
spec-0917-52400-0598.fits,0.1311329,0.0373,20477
spec-1946-53432-0616.fits,0.1311594,0.0127,20478
spec-2603-54479-0531.fits,0.1311607,0.0252,20479
spec-2664-54524-0152.fits,0.131169,0.0106,20480
spec-1351-52790-0298.fits,0.1311716,0.0086,20481
spec-1673-53462-0463.fits,0.1311722,0.0221,20482
spec-2118-53820-0341.fits,0.1311791,0.0126,20483
spec-1571-53174-0615.fits,0.131182,0.0411,20484
spec-1605-53062-0038.fits,0.1311838,0.0423,20485
spec-2521-54538-0468.fits,0.1311942,0.0332,20486
spec-0412-52258-0109.fits,0.1312034,0.0725,20487
spec-0273-51957-0579.fits,0.1312082,0.0547,20488
spec-2742-54233-0100.fits,0.1312094,0.0243,20489
spec-2242-54153-0152.fits,0.1312131,0.0092,20490
spec-1419-53144-0253.fits,0.1312187,0.0326,20491
spec-1595-52999-0001.fits,0.1312267,0.0089,20492
spec-2575-54085-0174.fits,0.1312364,0.0284,20493
spec-1646-53498-0165.fits,0.1312603,0.0123,20494
spec-1673-53462-0268.fits,0.1312675,0.0146,20495
spec-2123-53793-0066.fits,0.1312856,0.0143,20496
spec-1697-53142-0433.fits,0.1312926,0.0208,20497
spec-1465-53082-0231.fits,0.1312979,0.0184,20498
spec-2511-53882-0189.fits,0.1313145,0.0223,20499
spec-1759-53081-0362.fits,0.1313179,0.0442,20500
spec-1750-53358-0054.fits,0.1313355,0.0143,20501
spec-0284-51943-0626.fits,0.1313363,0.0235,20502
spec-1466-53083-0332.fits,0.1313434,0.016,20503
spec-2615-54483-0462.fits,0.1313441,0.0179,20504
spec-2165-53917-0453.fits,0.1313498,0.0408,20505
spec-2104-53852-0432.fits,0.1313711,0.012,20506
spec-0736-52221-0126.fits,0.131374,0.0534,20507
spec-2511-53882-0104.fits,0.131384,0.0319,20508
spec-1466-53083-0262.fits,0.1313874,0.0137,20509
spec-2099-53469-0520.fits,0.1314305,0.0144,20510
spec-0738-52521-0324.fits,0.1314505,0.0555,20511
spec-0771-52370-0208.fits,0.1314539,0.0075,20512
spec-0397-51794-0217.fits,0.1314707,0.0312,20513
spec-0313-51673-0268.fits,0.1314735,0.0604,20514
spec-1706-53442-0413.fits,0.1315038,0.018,20515
spec-2795-54563-0481.fits,0.1315812,0.0344,20516
spec-2483-53852-0368.fits,0.1315848,0.027,20517
spec-2431-53818-0129.fits,0.1315864,0.0324,20518
spec-0491-51942-0258.fits,0.1316271,0.0103,20519
spec-0783-52325-0597.fits,0.131639,0.0179,20520
spec-1415-52885-0352.fits,0.1316485,0.048,20521
spec-1618-53116-0307.fits,0.1316534,0.0558,20522
spec-0354-51792-0188.fits,0.131661,0.021,20523
spec-0761-54524-0040.fits,0.1316631,0.0287,20524
spec-2497-54154-0062.fits,0.1316653,0.0151,20525
spec-2288-53699-0375.fits,0.1316814,0.0312,20526
spec-2880-54509-0487.fits,0.1316972,0.0156,20527
spec-0874-52338-0082.fits,0.1317072,0.0074,20528
spec-2103-53467-0173.fits,0.1317075,0.0167,20529
spec-1595-52999-0374.fits,0.13171,0.0106,20530
spec-1874-54452-0532.fits,0.1317154,0.0588,20531
spec-2531-54572-0047.fits,0.131717,0.0531,20532
spec-1379-53084-0627.fits,0.1317395,0.007,20533
spec-0656-52148-0102.fits,0.1317848,0.0259,20534
spec-1876-54464-0523.fits,0.1318038,0.0787,20535
spec-1428-52998-0455.fits,0.131813,0.008,20536
spec-1790-53876-0357.fits,0.1318195,0.0199,20537
spec-1944-53385-0046.fits,0.1318214,0.0184,20538
spec-0419-51879-0047.fits,0.1318468,0.0595,20539
spec-0870-52325-0114.fits,0.1318475,0.016,20540
spec-1928-53327-0079.fits,0.1318483,0.0344,20541
spec-0627-52144-0250.fits,0.1318538,0.0115,20542
spec-0900-52637-0046.fits,0.1318591,0.0135,20543
spec-0436-51883-0002.fits,0.1318619,0.0353,20544
spec-0752-52251-0231.fits,0.1318942,0.0434,20545
spec-0394-51913-0266.fits,0.1318952,0.0352,20546
spec-2100-53713-0574.fits,0.1319166,0.0209,20547
spec-0556-51991-0631.fits,0.1319204,0.0094,20548
spec-1628-53474-0465.fits,0.1319295,0.0192,20549
spec-1328-52786-0553.fits,0.1319314,0.0141,20550
spec-1790-53876-0017.fits,0.1319522,0.0246,20551
spec-2430-53815-0280.fits,0.1319625,0.0244,20552
spec-0280-51612-0169.fits,0.1319788,0.0306,20553
spec-1928-53327-0320.fits,0.1319789,0.0375,20554
spec-1328-52786-0030.fits,0.1319992,0.0149,20555
spec-0491-51942-0567.fits,0.1320146,0.0072,20556
spec-2611-54477-0022.fits,0.1320193,0.0275,20557
spec-0385-51783-0250.fits,0.1320196,0.0292,20558
spec-0491-51942-0441.fits,0.1320204,0.0095,20559
spec-0661-52163-0389.fits,0.1320294,0.0304,20560
spec-2485-54176-0062.fits,0.1320476,0.0197,20561
spec-2482-54175-0182.fits,0.1320681,0.0292,20562
spec-0517-52024-0598.fits,0.1320909,0.0151,20563
spec-2153-54212-0076.fits,0.1320947,0.0348,20564
spec-1007-52706-0269.fits,0.1321145,0.0087,20565
spec-2120-53852-0280.fits,0.1321163,0.016,20566
spec-1377-53050-0189.fits,0.1321425,0.0046,20567
spec-2609-54476-0265.fits,0.1321449,0.0243,20568
spec-0600-52317-0312.fits,0.1321612,0.0181,20569
spec-1205-52670-0566.fits,0.1322361,0.0292,20570
spec-0712-52199-0157.fits,0.1322619,0.1027,20571
spec-0344-51693-0235.fits,0.1322713,0.1295,20572
spec-0457-51901-0245.fits,0.1322851,0.0425,20573
spec-0876-52669-0497.fits,0.1322876,0.0108,20574
spec-1702-53144-0175.fits,0.1322974,0.018,20575
spec-0542-51993-0560.fits,0.1322984,0.0435,20576
spec-0453-51915-0310.fits,0.1323032,0.0168,20577
spec-0441-51868-0578.fits,0.1323328,0.0278,20578
spec-2023-53851-0146.fits,0.1323328,0.0087,20579
spec-0490-51929-0250.fits,0.1323524,0.0217,20580
spec-1864-53313-0127.fits,0.1323566,0.0647,20581
spec-0870-52325-0486.fits,0.1323601,0.0189,20582
spec-2505-53856-0368.fits,0.1323704,0.0224,20583
spec-1001-52670-0049.fits,0.1323744,0.0276,20584
spec-0840-52374-0186.fits,0.1323852,0.0186,20585
spec-1681-53172-0278.fits,0.132393,0.0119,20586
spec-2613-54481-0517.fits,0.1324253,0.0277,20587
spec-2278-53711-0055.fits,0.1324344,0.0233,20588
spec-0514-51994-0221.fits,0.1324379,0.0179,20589
spec-1785-54439-0500.fits,0.1324439,0.0402,20590
spec-0464-51908-0385.fits,0.1324503,0.0904,20591
spec-2528-54571-0602.fits,0.1324574,0.055,20592
spec-2432-54052-0280.fits,0.1324638,0.0264,20593
spec-1934-53357-0046.fits,0.1324669,0.0288,20594
spec-0523-52026-0329.fits,0.1324733,0.0243,20595
spec-1722-53852-0280.fits,0.1324755,0.0327,20596
spec-0783-52325-0556.fits,0.1324822,0.014,20597
spec-2269-53711-0496.fits,0.132493,0.0309,20598
spec-1840-53472-0537.fits,0.1324969,0.0174,20599
spec-1158-52668-0463.fits,0.1324984,0.0097,20600
spec-1808-54176-0521.fits,0.1324986,0.0252,20601
spec-1785-54439-0251.fits,0.1325306,0.0445,20602
spec-0945-52652-0401.fits,0.1325442,0.0086,20603
spec-1806-53559-0396.fits,0.1325526,0.0291,20604
spec-0274-51913-0595.fits,0.1325551,0.0475,20605
spec-2586-54169-0410.fits,0.1325651,0.0278,20606
spec-1595-52999-0249.fits,0.1325698,0.0097,20607
spec-0281-51614-0562.fits,0.1325774,0.0195,20608
spec-0491-51942-0001.fits,0.1326096,0.0113,20609
spec-2586-54169-0174.fits,0.1326105,0.0336,20610
spec-0550-51959-0306.fits,0.1326266,0.0283,20611
spec-1431-52992-0273.fits,0.1326522,0.0144,20612
spec-0602-52072-0105.fits,0.1326527,0.0158,20613
spec-0750-52235-0597.fits,0.1326608,0.0405,20614
spec-1740-53050-0390.fits,0.1326648,0.0244,20615
spec-2008-53473-0339.fits,0.1326754,0.0188,20616
spec-2004-53737-0514.fits,0.1326869,0.011,20617
spec-0309-51994-0116.fits,0.1326886,0.0474,20618
spec-2232-53827-0215.fits,0.1326895,0.0191,20619
spec-2424-54448-0489.fits,0.132694,0.033,20620
spec-1594-52992-0184.fits,0.132722,0.0096,20621
spec-0385-51783-0545.fits,0.1327312,0.0234,20622
spec-1798-53851-0415.fits,0.132735,0.0172,20623
spec-1005-52703-0156.fits,0.132746,0.0077,20624
spec-0717-52468-0175.fits,0.1327532,0.033,20625
spec-0499-51988-0192.fits,0.1327659,0.0165,20626
spec-1697-53142-0377.fits,0.1327857,0.0195,20627
spec-0394-51913-0487.fits,0.1327857,0.0215,20628
spec-0493-51957-0375.fits,0.132808,0.0133,20629
spec-2243-53794-0479.fits,0.1328229,0.0089,20630
spec-1824-53491-0156.fits,0.1328406,0.025,20631
spec-0851-52376-0023.fits,0.1328453,0.0248,20632
spec-1419-53144-0173.fits,0.1328807,0.0187,20633
spec-0394-51913-0332.fits,0.1328993,0.0235,20634
spec-2771-54527-0397.fits,0.1329005,0.0265,20635
spec-2580-54092-0375.fits,0.1329132,0.0375,20636
spec-1193-52652-0572.fits,0.1329154,0.0352,20637
spec-2153-54212-0218.fits,0.1329314,0.033,20638
spec-2782-54592-0597.fits,0.132938,0.0332,20639
spec-2769-54527-0217.fits,0.1329541,0.024,20640
spec-2149-54509-0402.fits,0.1329619,0.0337,20641
spec-0274-51913-0174.fits,0.1329678,0.0442,20642
spec-2498-54169-0482.fits,0.1329702,0.0157,20643
spec-0542-51993-0364.fits,0.1330218,0.0632,20644
spec-2275-53709-0374.fits,0.1330664,0.0298,20645
spec-0816-52379-0285.fits,0.1330947,0.0051,20646
spec-0857-52314-0523.fits,0.1330966,0.0368,20647
spec-0644-52173-0280.fits,0.1331087,0.0401,20648
spec-0414-51869-0342.fits,0.1331213,0.0735,20649
spec-2582-54139-0125.fits,0.1331618,0.0347,20650
spec-0420-51871-0284.fits,0.1331681,0.0628,20651
spec-0771-52370-0584.fits,0.13317,0.0047,20652
spec-2225-53729-0161.fits,0.1331795,0.019,20653
spec-1991-53446-0364.fits,0.1331906,0.0181,20654
spec-0363-51989-0632.fits,0.1331946,0.0736,20655
spec-1285-52723-0469.fits,0.1331978,0.0167,20656
spec-1005-52703-0217.fits,0.1332104,0.008,20657
spec-0518-52282-0104.fits,0.1332317,0.0171,20658
spec-1593-52991-0365.fits,0.1332341,0.0142,20659
spec-2153-54212-0074.fits,0.1332402,0.0356,20660
spec-0602-52072-0288.fits,0.1332631,0.0152,20661
spec-1722-53852-0284.fits,0.1332728,0.0332,20662
spec-0487-51943-0016.fits,0.1332757,0.014,20663
spec-0600-52317-0043.fits,0.1332912,0.0119,20664
spec-0989-52468-0307.fits,0.1332927,0.0332,20665
spec-1780-53090-0592.fits,0.1333009,0.0459,20666
spec-1294-52753-0173.fits,0.1333026,0.0145,20667
spec-0815-52374-0535.fits,0.1333039,0.0092,20668
spec-2269-53711-0104.fits,0.1333044,0.0227,20669
spec-1575-53493-0513.fits,0.1333334,0.0372,20670
spec-1415-52885-0170.fits,0.1333353,0.0507,20671
spec-1576-53496-0516.fits,0.1333356,0.0398,20672
spec-2604-54484-0303.fits,0.1333599,0.0201,20673
spec-0608-52081-0224.fits,0.1333768,0.0057,20674
spec-2014-53460-0375.fits,0.1333799,0.0139,20675
spec-0602-52072-0217.fits,0.1333824,0.0103,20676
spec-1265-52705-0082.fits,0.1333837,0.0453,20677
spec-2008-53473-0398.fits,0.1333925,0.0197,20678
spec-2103-53467-0522.fits,0.1334107,0.018,20679
spec-0495-51988-0091.fits,0.133411,0.0121,20680
spec-1740-53050-0506.fits,0.1334316,0.0291,20681
spec-1950-53436-0106.fits,0.1334325,0.0157,20682
spec-1808-54176-0026.fits,0.133438,0.0204,20683
spec-0779-52342-0321.fits,0.1334593,0.0159,20684
spec-1849-53846-0115.fits,0.1334737,0.0496,20685
spec-0841-52375-0034.fits,0.1334824,0.0163,20686
spec-1431-52992-0611.fits,0.1334856,0.0196,20687
spec-0636-52176-0523.fits,0.1334893,0.0529,20688
spec-0582-52045-0261.fits,0.1335081,0.0249,20689
spec-1974-53430-0146.fits,0.1335094,0.0192,20690
spec-1690-53475-0395.fits,0.1335109,0.0584,20691
spec-1739-53050-0317.fits,0.1335132,0.0273,20692
spec-0919-52409-0598.fits,0.1335417,0.0365,20693
spec-1619-53084-0604.fits,0.1335497,0.0291,20694
spec-1709-53533-0537.fits,0.1335533,0.0227,20695
spec-0435-51882-0607.fits,0.1335618,0.0347,20696
spec-0475-51965-0534.fits,0.1335621,0.0555,20697
spec-0483-51924-0396.fits,0.1335625,0.035,20698
spec-2659-54498-0353.fits,0.1335687,0.0134,20699
spec-1618-53116-0549.fits,0.13357,0.0736,20700
spec-1374-53083-0206.fits,0.1335756,0.0127,20701
spec-2343-53735-0242.fits,0.1335786,0.0289,20702
spec-0438-51884-0504.fits,0.1335924,0.0364,20703
spec-2163-53823-0375.fits,0.1336051,0.0415,20704
spec-0282-51658-0580.fits,0.1336139,0.021,20705
spec-1374-53083-0178.fits,0.1336538,0.0141,20706
spec-0948-52428-0206.fits,0.1336831,0.005,20707
spec-0779-52342-0526.fits,0.1336849,0.0185,20708
spec-1945-53387-0185.fits,0.1336917,0.0121,20709
spec-0873-52674-0381.fits,0.1337002,0.0102,20710
spec-0761-54524-0061.fits,0.1337249,0.0332,20711
spec-2770-54510-0280.fits,0.13373,0.0218,20712
spec-1046-52460-0448.fits,0.133735,0.0082,20713
spec-1574-53476-0325.fits,0.1337444,0.0402,20714
spec-1601-53115-0118.fits,0.1337497,0.0247,20715
spec-2094-53851-0125.fits,0.1337691,0.0115,20716
spec-0407-51820-0198.fits,0.1337693,0.0202,20717
spec-0514-51994-0236.fits,0.1338047,0.02,20718
spec-0306-51637-0289.fits,0.1338071,0.0384,20719
spec-0462-51909-0072.fits,0.1338082,0.0609,20720
spec-2501-54084-0024.fits,0.1338177,0.017,20721
spec-0830-52293-0275.fits,0.1338193,0.0229,20722
spec-1357-53034-0603.fits,0.1339083,0.0144,20723
spec-2580-54092-0488.fits,0.1339152,0.0481,20724
spec-0443-51873-0523.fits,0.1339225,0.0315,20725
spec-2290-53727-0088.fits,0.1339331,0.0323,20726
spec-1949-53433-0345.fits,0.1339381,0.011,20727
spec-2113-53468-0506.fits,0.133956,0.0217,20728
spec-1709-53533-0107.fits,0.1339756,0.0261,20729
spec-1293-52765-0031.fits,0.1339777,0.0143,20730
spec-2170-53875-0435.fits,0.1339864,0.0299,20731
spec-2663-54234-0640.fits,0.1339893,0.0099,20732
spec-0426-51882-0589.fits,0.1339923,0.0406,20733
spec-0855-52375-0053.fits,0.1339939,0.0245,20734
spec-0414-51869-0090.fits,0.1339942,0.0879,20735
spec-0816-52379-0025.fits,0.1340057,0.0073,20736
spec-1430-53002-0465.fits,0.1340177,0.0123,20737
spec-2947-54533-0076.fits,0.1340253,0.0127,20738
spec-1874-54452-0458.fits,0.1340481,0.0597,20739
spec-0462-51909-0640.fits,0.1340518,0.0715,20740
spec-1464-53091-0626.fits,0.1340611,0.0066,20741
spec-2113-53468-0618.fits,0.1340893,0.0166,20742
spec-2201-53904-0512.fits,0.1341024,0.0394,20743
spec-2440-53818-0529.fits,0.1341155,0.0233,20744
spec-1168-52731-0501.fits,0.1341244,0.0123,20745
spec-0603-52056-0183.fits,0.1341387,0.0141,20746
spec-2433-53820-0531.fits,0.1341636,0.0271,20747
spec-2787-54552-0453.fits,0.1341738,0.0289,20748
spec-0543-52017-0200.fits,0.134177,0.0463,20749
spec-1776-53858-0612.fits,0.1341881,0.0274,20750
spec-2346-53734-0541.fits,0.1341958,0.0232,20751
spec-0637-52174-0206.fits,0.1342148,0.0635,20752
spec-0452-51911-0564.fits,0.1342153,0.0156,20753
spec-0294-51986-0417.fits,0.1342264,0.0209,20754
spec-1806-53559-0418.fits,0.1342343,0.0284,20755
spec-0355-51788-0033.fits,0.1342565,0.0216,20756
spec-0630-52050-0195.fits,0.1342591,0.0105,20757
spec-2097-53491-0176.fits,0.1342788,0.0157,20758
spec-1407-52886-0409.fits,0.1342801,0.0306,20759
spec-0860-52319-0514.fits,0.134301,0.0354,20760
spec-1704-53178-0481.fits,0.1343181,0.0192,20761
spec-0840-52374-0232.fits,0.1343485,0.0178,20762
spec-0467-51901-0569.fits,0.13435,0.0282,20763
spec-1625-53140-0549.fits,0.1343635,0.0189,20764
spec-1049-52751-0145.fits,0.1343835,0.0251,20765
spec-0446-51899-0502.fits,0.1344016,0.0255,20766
spec-0490-51929-0359.fits,0.1344055,0.0106,20767
spec-2108-53473-0505.fits,0.1344071,0.0197,20768
spec-0914-52721-0108.fits,0.1344073,0.0425,20769
spec-2220-53795-0350.fits,0.134419,0.0194,20770
spec-1803-54152-0111.fits,0.1344213,0.0198,20771
spec-0301-51942-0486.fits,0.1344244,0.0304,20772
spec-0499-51988-0256.fits,0.1344249,0.0171,20773
spec-0407-51820-0025.fits,0.1344253,0.0257,20774
spec-0488-51914-0247.fits,0.1344321,0.0098,20775
spec-0954-52405-0375.fits,0.1344322,0.0138,20776
spec-1178-52825-0105.fits,0.1344608,0.0394,20777
spec-0905-52643-0112.fits,0.1344705,0.0105,20778
spec-1301-52976-0376.fits,0.1344758,0.0369,20779
spec-2003-53442-0269.fits,0.1344804,0.0097,20780
spec-0875-52354-0525.fits,0.1344806,0.0162,20781
spec-1414-53135-0553.fits,0.1344889,0.0486,20782
spec-1298-52964-0323.fits,0.1344972,0.0575,20783
spec-0303-51615-0146.fits,0.1345134,0.0377,20784
spec-1845-54144-0385.fits,0.1345379,0.0221,20785
spec-2165-53917-0175.fits,0.134551,0.0458,20786
spec-0430-51877-0491.fits,0.1345513,0.0571,20787
spec-2878-54465-0600.fits,0.1345538,0.0288,20788
spec-2499-54176-0440.fits,0.134554,0.0224,20789
spec-0833-52314-0270.fits,0.1345606,0.0126,20790
spec-2089-53498-0165.fits,0.1345618,0.0131,20791
spec-1342-52793-0117.fits,0.1345669,0.0384,20792
spec-2652-54508-0114.fits,0.1345695,0.0209,20793
spec-2228-53818-0217.fits,0.1345877,0.0194,20794
spec-2492-54178-0279.fits,0.1346113,0.016,20795
spec-0634-52164-0488.fits,0.1346131,0.045,20796
spec-0877-52353-0246.fits,0.1346183,0.0118,20797
spec-1864-53313-0570.fits,0.1346315,0.0678,20798
spec-0394-51913-0429.fits,0.1346495,0.0192,20799
spec-1380-53084-0175.fits,0.1346591,0.0089,20800
spec-1947-53431-0105.fits,0.1346595,0.0137,20801
spec-0896-52592-0375.fits,0.1346601,0.0286,20802
spec-2652-54508-0173.fits,0.1346629,0.0205,20803
spec-0539-52017-0586.fits,0.1346648,0.0439,20804
spec-1378-53061-0146.fits,0.134665,0.0212,20805
spec-2245-54208-0460.fits,0.1346708,0.0084,20806
spec-0543-52017-0225.fits,0.1346764,0.0504,20807
spec-0350-51691-0008.fits,0.1346885,0.029,20808
spec-2018-53800-0544.fits,0.1347001,0.0121,20809
spec-2243-53794-0553.fits,0.134727,0.0104,20810
spec-0423-51821-0445.fits,0.134744,0.0587,20811
spec-0815-52374-0258.fits,0.1347677,0.0078,20812
spec-0663-52145-0515.fits,0.1347716,0.0267,20813
spec-0830-52293-0239.fits,0.1347747,0.0243,20814
spec-2745-54231-0119.fits,0.1347843,0.0181,20815
spec-1220-52723-0416.fits,0.1347939,0.0261,20816
spec-0789-52342-0507.fits,0.1347965,0.0111,20817
spec-1449-53116-0633.fits,0.1347969,0.0164,20818
spec-0552-51992-0440.fits,0.1348224,0.017,20819
spec-1705-53848-0099.fits,0.1348241,0.0224,20820
spec-0274-51913-0084.fits,0.1348326,0.0509,20821
spec-2270-53714-0183.fits,0.1348377,0.0264,20822
spec-2172-54230-0505.fits,0.1348432,0.0369,20823
spec-2105-53472-0501.fits,0.1348559,0.0191,20824
spec-0282-51658-0080.fits,0.1348588,0.0188,20825
spec-0602-52072-0628.fits,0.1348765,0.0169,20826
spec-0403-51871-0438.fits,0.1348879,0.0277,20827
spec-2499-54176-0328.fits,0.1349031,0.0189,20828
spec-1019-52707-0393.fits,0.134916,0.016,20829
spec-1436-53054-0246.fits,0.1349437,0.0092,20830
spec-0618-52049-0394.fits,0.134946,0.0116,20831
spec-1178-52825-0152.fits,0.1349488,0.0408,20832
spec-2771-54527-0261.fits,0.1349494,0.0304,20833
spec-1052-52466-0465.fits,0.1349631,0.0241,20834
spec-2785-54537-0181.fits,0.1349668,0.0258,20835
spec-2200-53875-0198.fits,0.1349734,0.0352,20836
spec-2756-54508-0540.fits,0.1349849,0.0469,20837
spec-2479-54174-0639.fits,0.1349934,0.0296,20838
spec-0535-51999-0022.fits,0.1350092,0.0357,20839
spec-0491-51942-0375.fits,0.1350495,0.0128,20840
spec-0412-52258-0378.fits,0.1350536,0.0827,20841
spec-0644-52173-0249.fits,0.1350643,0.0429,20842
spec-0462-51909-0596.fits,0.1350646,0.0474,20843
spec-1708-53503-0399.fits,0.1350838,0.0186,20844
spec-0762-52232-0173.fits,0.1350847,0.0223,20845
spec-2579-54068-0147.fits,0.1350856,0.0341,20846
spec-2492-54178-0249.fits,0.1350977,0.0193,20847
spec-0986-52443-0497.fits,0.1351024,0.0996,20848
spec-0835-52326-0174.fits,0.1351169,0.0432,20849
spec-1975-53734-0567.fits,0.1351299,0.0111,20850
spec-1386-53116-0526.fits,0.1351541,0.0177,20851
spec-1624-53386-0265.fits,0.135166,0.0152,20852
spec-0550-51959-0118.fits,0.1351708,0.0243,20853
spec-1040-52722-0465.fits,0.1351737,0.0199,20854
spec-0781-52373-0229.fits,0.1351968,0.0117,20855
spec-0636-52176-0596.fits,0.1352288,0.043,20856
spec-0491-51942-0345.fits,0.1352718,0.0116,20857
spec-0860-52319-0604.fits,0.1352744,0.0336,20858
