file_name,z,ebv,j
spec-7861-57281-0753.fits,0.3911092,0.0248,8187
spec-7900-57358-0790.fits,0.3918138,0.0342,8188
spec-7824-57282-0064.fits,0.3918843,0.0224,8189
spec-7826-56931-0940.fits,0.3925658,0.0332,8190
spec-8055-57187-0783.fits,0.3928133,0.0269,8191
spec-7638-56981-0160.fits,0.3930667,0.0912,8192
spec-8288-57419-0728.fits,0.3935402,0.011,8193
spec-7874-57279-0616.fits,0.3939604,0.0292,8194
spec-8183-57375-0644.fits,0.3940115,0.0076,8195
spec-8854-57450-0141.fits,0.3940117,0.0097,8196
spec-7858-57281-0101.fits,0.3941585,0.0186,8197
spec-7590-56944-0796.fits,0.3942888,0.0459,8198
spec-8187-57423-0084.fits,0.3951243,0.0064,8199
spec-8820-57449-0182.fits,0.3954982,0.0152,8200
spec-7659-57060-0175.fits,0.3958832,0.0659,8201
spec-7581-57195-0224.fits,0.3959441,0.0333,8202
spec-7859-57282-0590.fits,0.396122,0.0208,8203
spec-7694-57359-0396.fits,0.3969854,0.0281,8204
spec-8852-57449-0216.fits,0.3988073,0.0095,8205
spec-8874-57426-0261.fits,0.3989104,0.0189,8206
spec-7714-57363-0498.fits,0.3990631,0.0697,8207
spec-8864-57428-0812.fits,0.3995771,0.0157,8208
spec-8852-57449-0500.fits,0.3996074,0.0138,8209
spec-8504-57518-0258.fits,0.3996805,0.0112,8210
spec-7588-56903-0770.fits,0.4004873,0.0563,8211
spec-8843-57423-0889.fits,0.4010983,0.0154,8212
spec-7847-57012-0738.fits,0.4011008,0.0236,8213
spec-7854-56989-0610.fits,0.4013226,0.02,8214
spec-7821-57279-0535.fits,0.4015277,0.0289,8215
spec-7866-57002-0608.fits,0.4022565,0.0215,8216
spec-8846-57428-0588.fits,0.4023295,0.0064,8217
spec-8055-57187-0790.fits,0.4023917,0.0213,8218
spec-8366-57432-0818.fits,0.4024608,0.0088,8219
spec-7579-56954-0760.fits,0.4026687,0.0612,8220
spec-7578-56956-0332.fits,0.4027831,0.0431,8221
spec-8740-57367-0353.fits,0.4035369,0.049,8222
spec-8828-57445-0852.fits,0.4037436,0.0296,8223
spec-7637-56933-0687.fits,0.4042373,0.0891,8224
spec-7818-56989-0300.fits,0.404244,0.0255,8225
spec-7583-56958-0580.fits,0.4048257,0.0442,8226
spec-8741-57390-0164.fits,0.4050299,0.0265,8227
spec-7870-57016-0518.fits,0.4053642,0.0255,8228
spec-7589-56946-0391.fits,0.4057332,0.0729,8229
spec-8793-57391-0495.fits,0.4064204,0.0259,8230
spec-7823-56978-0988.fits,0.4065448,0.0757,8231
spec-8489-57483-0604.fits,0.4068094,0.0146,8232
spec-7630-57006-0722.fits,0.4068345,0.0367,8233
spec-7644-57327-0814.fits,0.4070763,0.0617,8234
spec-7871-56902-0859.fits,0.4072795,0.0391,8235
spec-8287-57401-0507.fits,0.4073681,0.0116,8236
spec-7883-57331-0582.fits,0.4078187,0.0212,8237
spec-7610-56980-0280.fits,0.4079829,0.2494,8238
spec-7836-57278-0808.fits,0.4081519,0.0226,8239
spec-7614-57307-0212.fits,0.4081921,0.1852,8240
spec-8431-57482-0750.fits,0.4082689,0.0107,8241
spec-8788-57360-0892.fits,0.4084936,0.029,8242
spec-7606-56977-0955.fits,0.4088958,0.0438,8243
spec-8295-57401-0316.fits,0.4094782,0.0293,8244
spec-8504-57518-0403.fits,0.4095625,0.0048,8245
spec-8489-57483-0618.fits,0.4096317,0.0149,8246
spec-7620-56904-0478.fits,0.4098442,0.04,8247
spec-7632-56987-0492.fits,0.4101972,0.0703,8248
spec-8747-57401-0988.fits,0.4105097,0.0172,8249
spec-7871-56902-0856.fits,0.410867,0.0411,8250
spec-8729-57399-0378.fits,0.4111314,0.0339,8251
spec-7629-56988-0365.fits,0.4111366,0.0449,8252
spec-8365-57450-0041.fits,0.4111981,0.0119,8253
spec-7842-56899-0483.fits,0.4114695,0.022,8254
spec-8176-57131-0900.fits,0.4115047,0.0072,8255
spec-7718-57362-0735.fits,0.4118575,0.0457,8256
spec-8826-57452-0272.fits,0.4123447,0.0142,8257
spec-7876-57002-0448.fits,0.4126693,0.0243,8258
spec-7583-56958-0138.fits,0.4131387,0.0445,8259
spec-7891-57332-0684.fits,0.4133066,0.0217,8260
spec-7676-57329-0941.fits,0.4133883,0.0661,8261
spec-7852-56987-0652.fits,0.4136173,0.0214,8262
spec-8210-57426-0567.fits,0.4140003,0.0119,8263
spec-7617-56949-0903.fits,0.4140577,0.0329,8264
spec-7676-57329-0927.fits,0.4143451,0.0552,8265
spec-7589-56946-0938.fits,0.4144213,0.0354,8266
spec-7597-56973-0703.fits,0.4145466,0.0581,8267
spec-7685-57062-0318.fits,0.4149269,0.0873,8268
spec-8181-57073-0850.fits,0.4150706,0.0061,8269
spec-7869-57012-0376.fits,0.4155211,0.025,8270
spec-8058-57196-0131.fits,0.415718,0.0221,8271
spec-7633-56931-0308.fits,0.4158841,0.0744,8272
spec-8291-57391-0765.fits,0.4161614,0.0379,8273
spec-8298-57390-0907.fits,0.4162461,0.0118,8274
spec-7848-56959-0942.fits,0.4163657,0.0226,8275
spec-7694-57359-0440.fits,0.4164117,0.0294,8276
spec-7678-57282-0426.fits,0.4166383,0.0349,8277
spec-7676-57329-0479.fits,0.4173774,0.0337,8278
spec-7694-57359-0294.fits,0.4174732,0.034,8279
spec-7599-56955-0795.fits,0.41759,0.0761,8280
spec-8199-57428-0482.fits,0.4176018,0.0074,8281
spec-7663-57328-0992.fits,0.417763,0.0369,8282
spec-7625-57011-0949.fits,0.4178129,0.0326,8283
spec-7679-57367-0778.fits,0.4184078,0.0713,8284
spec-8171-57135-0156.fits,0.4184896,0.0105,8285
spec-10000-57346-0791.fits,0.4186456,0.0502,8286
spec-8857-57449-0020.fits,0.4189881,0.0308,8287
spec-7670-57328-0595.fits,0.4195097,0.0848,8288
spec-7686-57015-0338.fits,0.4197355,0.075,8289
spec-7579-56954-0348.fits,0.419895,0.0741,8290
spec-7684-57286-0848.fits,0.4201674,0.0708,8291
spec-7597-56973-0448.fits,0.4201815,0.0854,8292
spec-8504-57518-0834.fits,0.4206814,0.011,8293
spec-7902-57362-0584.fits,0.4207457,0.0274,8294
spec-8742-57364-0412.fits,0.4209965,0.0427,8295
spec-7832-56904-0027.fits,0.4217086,0.0268,8296
spec-8753-57373-0533.fits,0.4218236,0.0216,8297
spec-8298-57390-0043.fits,0.4218949,0.012,8298
spec-7659-57060-0221.fits,0.4220427,0.0498,8299
spec-7900-57358-0808.fits,0.4224884,0.0283,8300
spec-8225-57375-0888.fits,0.4225293,0.0186,8301
spec-7694-57359-0652.fits,0.4226011,0.0288,8302
spec-7596-56945-0320.fits,0.4228286,0.028,8303
spec-7576-56948-0106.fits,0.4229073,0.0706,8304
spec-7675-57327-0280.fits,0.4229863,0.0371,8305
spec-8291-57391-0408.fits,0.4230427,0.0473,8306
spec-7686-57015-0148.fits,0.4232028,0.0566,8307
spec-7678-57282-0428.fits,0.4232749,0.0378,8308
spec-7596-56945-0688.fits,0.4233843,0.0463,8309
spec-8831-57448-0184.fits,0.4236384,0.0144,8310
spec-7885-57336-0612.fits,0.4236923,0.0205,8311
spec-7636-56989-0187.fits,0.423734,0.0868,8312
spec-8731-57416-0692.fits,0.4244155,0.0295,8313
spec-7831-57016-0836.fits,0.4248067,0.0339,8314
spec-7846-56984-0105.fits,0.4248456,0.026,8315
spec-7610-56980-0350.fits,0.4248678,0.1715,8316
spec-8306-57419-0089.fits,0.4250458,0.0364,8317
spec-7681-57042-0540.fits,0.4259224,0.0502,8318
spec-7677-57363-0140.fits,0.4263616,0.051,8319
spec-8433-57488-0024.fits,0.4264286,0.0218,8320
spec-7595-56957-0666.fits,0.4264908,0.0483,8321
spec-7574-56945-0113.fits,0.4275529,0.0402,8322
spec-7856-57260-0108.fits,0.4280692,0.0199,8323
spec-7621-56985-0090.fits,0.4282667,0.1164,8324
spec-7688-57360-0210.fits,0.4291171,0.0904,8325
spec-7602-56954-0258.fits,0.4292008,0.0546,8326
spec-7894-57339-0114.fits,0.4293226,0.0219,8327
spec-7610-56980-0297.fits,0.4297135,0.1961,8328
spec-7687-57007-0914.fits,0.4298103,0.0973,8329
spec-8298-57390-0613.fits,0.4298535,0.0163,8330
spec-7721-57360-0922.fits,0.4301038,0.0463,8331
spec-8853-57459-0456.fits,0.4301452,0.0114,8332
spec-7883-57331-0972.fits,0.4302773,0.021,8333
spec-7682-57415-0894.fits,0.4306444,0.1059,8334
spec-8862-57461-0347.fits,0.4307469,0.0109,8335
spec-7714-57363-0545.fits,0.4307675,0.0623,8336
spec-7614-57307-0684.fits,0.4307945,0.114,8337
spec-7694-57359-0559.fits,0.4310188,0.035,8338
spec-8219-57429-0356.fits,0.4319398,0.0153,8339
spec-7631-57279-0089.fits,0.4320143,0.042,8340
spec-7860-57006-0238.fits,0.4327517,0.023,8341
spec-7853-56988-0238.fits,0.4337307,0.0199,8342
spec-7590-56944-0779.fits,0.4339321,0.06,8343
spec-8410-57481-0653.fits,0.4340214,0.0153,8344
spec-7846-56984-0932.fits,0.43417,0.0245,8345
spec-7858-57281-0149.fits,0.4342624,0.0223,8346
spec-8389-57488-0531.fits,0.4344131,0.0126,8347
spec-8854-57450-0219.fits,0.4347606,0.0086,8348
spec-7838-56958-0355.fits,0.4351125,0.0224,8349
spec-7605-56949-0142.fits,0.4354395,0.0585,8350
spec-8182-56993-0843.fits,0.4365081,0.0089,8351
spec-8789-57358-0126.fits,0.4366039,0.0436,8352
spec-7904-57358-0176.fits,0.4370098,0.0549,8353
spec-8791-57373-0336.fits,0.4371011,0.0265,8354
spec-7630-57006-0625.fits,0.4376425,0.0472,8355
spec-7894-57339-0698.fits,0.4378034,0.0259,8356
spec-7715-57364-0638.fits,0.4378326,0.068,8357
spec-7660-57357-0263.fits,0.4378985,0.0284,8358
spec-7913-57333-0547.fits,0.4380623,0.0331,8359
spec-7915-57309-0730.fits,0.4382859,0.0236,8360
spec-7858-57281-0470.fits,0.4383389,0.022,8361
spec-7633-56931-0766.fits,0.4387818,0.0581,8362
spec-7595-56957-0190.fits,0.4390266,0.0372,8363
spec-7648-57329-0491.fits,0.4392721,0.0497,8364
spec-7892-57333-0560.fits,0.4395528,0.0189,8365
spec-8358-57451-0633.fits,0.4397529,0.012,8366
spec-7705-57332-0777.fits,0.4398823,0.1102,8367
spec-8789-57358-0099.fits,0.4398891,0.0288,8368
spec-7606-56977-0419.fits,0.4400273,0.0868,8369
spec-7837-56987-0182.fits,0.4402481,0.0223,8370
spec-7838-56958-0036.fits,0.4403581,0.0264,8371
spec-7589-56946-0645.fits,0.4404054,0.0411,8372
spec-8230-57430-0051.fits,0.4408194,0.0094,8373
spec-7880-57336-0258.fits,0.4408635,0.0246,8374
spec-7627-56933-0635.fits,0.4408895,0.049,8375
spec-7880-57336-0879.fits,0.4409641,0.0298,8376
spec-7830-57043-0862.fits,0.4413674,0.0459,8377
spec-8297-57416-0138.fits,0.4415016,0.0169,8378
spec-7608-56945-0610.fits,0.4416013,0.0717,8379
spec-8862-57461-0984.fits,0.4416387,0.0129,8380
spec-8367-57429-0704.fits,0.4416583,0.0172,8381
spec-8741-57390-0932.fits,0.4417001,0.0257,8382
spec-7583-56958-0942.fits,0.4421144,0.049,8383
spec-8301-57390-0948.fits,0.4421368,0.0125,8384
spec-7863-56975-0376.fits,0.4423587,0.0334,8385
spec-8741-57390-0422.fits,0.4428921,0.0405,8386
spec-8859-57452-0547.fits,0.4433013,0.0269,8387
spec-7721-57360-0393.fits,0.4437396,0.0492,8388
spec-8167-57071-0442.fits,0.443777,0.0143,8389
spec-8359-57449-0648.fits,0.4438024,0.0113,8390
spec-7584-56957-0318.fits,0.4442294,0.0398,8391
spec-7845-56980-0934.fits,0.4445865,0.0234,8392
spec-7663-57328-0921.fits,0.4446428,0.0366,8393
spec-7658-57312-0432.fits,0.4449264,0.1855,8394
spec-8370-57520-0776.fits,0.4450091,0.0196,8395
spec-8368-57431-0776.fits,0.4452139,0.0139,8396
spec-7589-56946-0274.fits,0.4452824,0.0616,8397
spec-7854-56989-0768.fits,0.445648,0.0276,8398
spec-8199-57428-0462.fits,0.4457545,0.0066,8399
spec-7860-57006-0739.fits,0.4460322,0.0167,8400
spec-7637-56933-0420.fits,0.4461515,0.0735,8401
spec-8299-57346-0954.fits,0.4463332,0.0119,8402
spec-7701-57356-0736.fits,0.4464181,0.0576,8403
spec-7598-56956-0189.fits,0.4465186,0.064,8404
spec-7852-56987-0792.fits,0.4468691,0.0196,8405
spec-8745-57391-0828.fits,0.4469074,0.0151,8406
spec-7891-57332-0849.fits,0.4470659,0.021,8407
spec-8180-57345-0673.fits,0.4471968,0.0147,8408
spec-7822-57041-0134.fits,0.4476083,0.0504,8409
spec-8874-57426-0801.fits,0.4478782,0.022,8410
spec-7669-57329-0246.fits,0.4479706,0.0419,8411
spec-7844-56982-0299.fits,0.4482433,0.0291,8412
spec-7913-57333-0506.fits,0.4482889,0.0279,8413
spec-7587-57297-0668.fits,0.4486261,0.0578,8414
spec-7885-57336-0636.fits,0.4490628,0.0231,8415
spec-8390-57485-0818.fits,0.449078,0.0055,8416
spec-8054-57194-0018.fits,0.4498513,0.0146,8417
spec-7686-57015-0014.fits,0.4501052,0.0518,8418
spec-8874-57426-0856.fits,0.4503657,0.0186,8419
spec-7590-56944-0828.fits,0.4511549,0.0494,8420
spec-8365-57450-0372.fits,0.4513346,0.0124,8421
spec-7893-57286-0254.fits,0.4513946,0.0199,8422
spec-7622-56987-0563.fits,0.4524645,0.0344,8423
spec-7840-57003-0768.fits,0.452562,0.0296,8424
spec-8490-57104-0786.fits,0.4531968,0.0165,8425
spec-7614-57307-0858.fits,0.4533648,0.1954,8426
spec-7842-56899-0360.fits,0.4540431,0.026,8427
spec-7585-57190-0132.fits,0.4541944,0.044,8428
spec-8500-57432-0126.fits,0.4542024,0.0071,8429
spec-8859-57452-0770.fits,0.4542871,0.0273,8430
spec-8836-57424-0884.fits,0.454297,0.0121,8431
spec-7600-56984-0604.fits,0.45435,0.0365,8432
spec-8789-57358-0118.fits,0.4548753,0.0242,8433
spec-7673-57329-0406.fits,0.4555124,0.0315,8434
spec-7871-56902-0354.fits,0.4561686,0.0381,8435
spec-7671-57360-0066.fits,0.4563513,0.0407,8436
spec-8745-57391-0200.fits,0.4565639,0.0171,8437
spec-7670-57328-0250.fits,0.4571903,0.1335,8438
spec-7893-57286-0179.fits,0.4579121,0.0212,8439
spec-8406-57513-0965.fits,0.4587982,0.0094,8440
spec-7582-56960-0351.fits,0.4590483,0.0416,8441
spec-8499-57431-0364.fits,0.4591209,0.0087,8442
spec-7592-56947-0279.fits,0.4592496,0.0353,8443
spec-7688-57360-0833.fits,0.4598461,0.0609,8444
spec-7861-57281-0662.fits,0.4601082,0.0614,8445
spec-7619-56900-0162.fits,0.4607728,0.0407,8446
spec-7617-56949-0312.fits,0.4609446,0.0248,8447
spec-7648-57329-0935.fits,0.4609687,0.0528,8448
spec-7587-57297-0820.fits,0.461167,0.0468,8449
spec-7869-57012-0760.fits,0.4613609,0.0212,8450
spec-7681-57042-0288.fits,0.4615646,0.0365,8451
spec-8297-57416-0450.fits,0.4617065,0.014,8452
spec-8218-57519-0585.fits,0.4618399,0.0121,8453
spec-7661-57286-0907.fits,0.4618911,0.0256,8454
spec-7572-56944-0268.fits,0.4621937,0.0629,8455
spec-7672-57339-0676.fits,0.4626244,0.0292,8456
spec-8287-57401-0154.fits,0.4627326,0.0099,8457
spec-7679-57367-0378.fits,0.4632283,0.0582,8458
spec-7891-57332-0670.fits,0.4634387,0.0239,8459
spec-8228-57423-0498.fits,0.4638055,0.0226,8460
spec-7602-56954-0166.fits,0.4645038,0.0616,8461
spec-7600-56984-0939.fits,0.4646981,0.0547,8462
spec-7659-57060-0735.fits,0.4648009,0.0469,8463
spec-7597-56973-0608.fits,0.4650131,0.0638,8464
spec-8177-57374-0677.fits,0.4651575,0.0082,8465
spec-8286-57062-0896.fits,0.4652586,0.0108,8466
spec-8171-57135-0388.fits,0.4653197,0.0071,8467
spec-8829-57446-0312.fits,0.4653594,0.0263,8468
spec-7608-56945-0118.fits,0.4656724,0.0885,8469
spec-7597-56973-0215.fits,0.4658087,0.0935,8470
spec-8291-57391-0266.fits,0.4661567,0.0372,8471
spec-8210-57426-0734.fits,0.4666018,0.0077,8472
spec-7832-56904-0009.fits,0.4674372,0.0265,8473
spec-8282-57041-0474.fits,0.4677721,0.0192,8474
spec-7821-57279-0523.fits,0.4677736,0.0285,8475
spec-7822-57041-0320.fits,0.4679337,0.0285,8476
spec-8489-57483-0290.fits,0.4681942,0.0171,8477
spec-8294-57365-0714.fits,0.4683118,0.0358,8478
spec-7715-57364-0756.fits,0.4684933,0.0728,8479
spec-7665-57328-0951.fits,0.4685097,0.053,8480
spec-7627-56933-0738.fits,0.4688513,0.0507,8481
spec-8286-57062-0007.fits,0.4693259,0.0091,8482
spec-8167-57071-0091.fits,0.4695349,0.0116,8483
spec-7677-57363-0864.fits,0.4695973,0.0606,8484
spec-7845-56980-0453.fits,0.4696087,0.026,8485
spec-7627-56933-0468.fits,0.4699426,0.0559,8486
spec-7820-56984-0954.fits,0.4704429,0.0799,8487
spec-7634-56935-0114.fits,0.4705685,0.0565,8488
spec-7577-56944-0585.fits,0.4707063,0.0446,8489
spec-8277-57073-0732.fits,0.4708138,0.0346,8490
spec-7611-56946-0762.fits,0.4710436,0.1765,8491
spec-7819-57280-0255.fits,0.4711908,0.0562,8492
spec-7583-56958-0812.fits,0.4712943,0.047,8493
spec-7625-57011-0206.fits,0.4714846,0.0382,8494
spec-7670-57328-0970.fits,0.4719482,0.0819,8495
spec-7839-56900-0505.fits,0.4720042,0.0201,8496
spec-8375-57520-0156.fits,0.4726055,0.0137,8497
spec-7594-56947-0650.fits,0.472614,0.0302,8498
spec-7663-57328-0062.fits,0.4726393,0.0535,8499
spec-8435-57487-0311.fits,0.4726473,0.0192,8500
spec-8182-56993-0780.fits,0.4727012,0.0071,8501
spec-8392-57483-0234.fits,0.4727423,0.0061,8502
spec-8294-57365-0586.fits,0.4732572,0.0321,8503
spec-8298-57390-0678.fits,0.4738054,0.0138,8504
spec-8788-57360-0489.fits,0.4740172,0.021,8505
spec-8742-57364-0177.fits,0.4743911,0.0484,8506
spec-7627-56933-0512.fits,0.4746083,0.0461,8507
spec-7601-56959-0823.fits,0.47463,0.047,8508
spec-8753-57373-0025.fits,0.4748035,0.0164,8509
spec-7579-56954-0108.fits,0.4751856,0.0411,8510
spec-7857-57278-0882.fits,0.4753378,0.0204,8511
spec-7693-57361-0018.fits,0.4753689,0.0401,8512
spec-7619-56900-0272.fits,0.4753914,0.0211,8513
spec-8732-57418-0112.fits,0.4756323,0.035,8514
spec-7674-57359-0040.fits,0.4759734,0.0437,8515
spec-7846-56984-0312.fits,0.4761022,0.0311,8516
spec-8489-57483-0468.fits,0.4761627,0.0201,8517
spec-7639-57297-0077.fits,0.4763655,0.0523,8518
spec-8367-57429-0765.fits,0.4764159,0.0139,8519
spec-7867-57003-0062.fits,0.476476,0.0259,8520
spec-8854-57450-0191.fits,0.4765401,0.0095,8521
spec-8866-57457-0855.fits,0.4768384,0.0104,8522
spec-8368-57431-0462.fits,0.4769146,0.0132,8523
spec-8277-57073-0020.fits,0.4771383,0.0406,8524
spec-7580-56955-0864.fits,0.4775473,0.0659,8525
spec-7604-56947-0340.fits,0.4777313,0.0655,8526
spec-8385-57511-0952.fits,0.4778301,0.0209,8527
spec-7830-57043-0766.fits,0.4781448,0.0331,8528
spec-7854-56989-0616.fits,0.4782138,0.0209,8529
spec-7885-57336-0744.fits,0.4782791,0.0265,8530
spec-7894-57339-0362.fits,0.4786999,0.0286,8531
spec-8745-57391-0240.fits,0.4789182,0.0167,8532
spec-7605-56949-0266.fits,0.4790629,0.0547,8533
spec-7681-57042-0172.fits,0.4802295,0.0501,8534
spec-7573-56946-0608.fits,0.4803725,0.0964,8535
spec-7832-56904-0679.fits,0.4805354,0.0256,8536
spec-8391-57511-0179.fits,0.4812048,0.0056,8537
spec-7590-56944-0836.fits,0.481443,0.0488,8538
spec-8055-57187-0146.fits,0.481737,0.0182,8539
spec-8738-57402-0640.fits,0.4817427,0.0404,8540
spec-7606-56977-0896.fits,0.4818669,0.0553,8541
spec-8228-57423-0195.fits,0.4819216,0.0194,8542
spec-7701-57356-0787.fits,0.4824634,0.0574,8543
spec-8281-57042-0242.fits,0.4825057,0.0224,8544
spec-8188-57348-0444.fits,0.4827173,0.011,8545
spec-7865-56955-0857.fits,0.4829017,0.023,8546
spec-7692-57064-0217.fits,0.4829042,0.0927,8547
spec-7863-56975-0611.fits,0.4832015,0.0309,8548
spec-8296-57375-0858.fits,0.4832345,0.0203,8549
spec-8854-57450-0343.fits,0.4834729,0.0108,8550
spec-8168-56992-0564.fits,0.4847318,0.0081,8551
spec-7593-56958-0426.fits,0.484894,0.0473,8552
spec-8489-57483-0884.fits,0.4855445,0.0136,8553
spec-8197-57064-0518.fits,0.4856001,0.0358,8554
spec-8790-57363-0373.fits,0.4858796,0.0298,8555
spec-7658-57312-0408.fits,0.4865715,0.0507,8556
spec-7721-57360-0886.fits,0.4865927,0.049,8557
spec-7577-56944-0540.fits,0.4866318,0.0424,8558
spec-7703-57333-0127.fits,0.4867692,0.0638,8559
spec-7666-57339-0865.fits,0.4870715,0.0415,8560
spec-7604-56947-0272.fits,0.4871915,0.1137,8561
spec-7850-56956-0815.fits,0.4874438,0.0334,8562
spec-7855-57011-0533.fits,0.4875462,0.0225,8563
spec-7686-57015-0349.fits,0.4878104,0.0767,8564
spec-7865-56955-0287.fits,0.4879424,0.0254,8565
spec-7894-57339-0862.fits,0.4882841,0.0235,8566
spec-8732-57418-0198.fits,0.4883219,0.0389,8567
spec-7626-56934-0266.fits,0.4885996,0.0429,8568
spec-8183-57375-0706.fits,0.4886068,0.0078,8569
spec-7598-56956-0576.fits,0.4886147,0.1472,8570
spec-7655-57336-0330.fits,0.4887074,0.0541,8571
spec-8196-57346-0277.fits,0.4887086,0.0255,8572
spec-7894-57339-0816.fits,0.4891376,0.0249,8573
spec-7865-56955-0589.fits,0.4896199,0.0529,8574
spec-7902-57362-0861.fits,0.4900423,0.0292,8575
spec-7854-56989-0944.fits,0.4901974,0.0232,8576
spec-7879-57359-0691.fits,0.4907304,0.0306,8577
spec-7906-57333-0164.fits,0.4907765,0.0585,8578
spec-7821-57279-0715.fits,0.4908026,0.0258,8579
spec-8823-57446-0966.fits,0.4912153,0.0089,8580
spec-8832-57445-0165.fits,0.4915577,0.0113,8581
spec-8055-57187-0904.fits,0.4916562,0.0274,8582
spec-8793-57391-0946.fits,0.4916759,0.0215,8583
spec-7912-57310-0396.fits,0.4919925,0.0425,8584
spec-8793-57391-0524.fits,0.4924262,0.0385,8585
spec-7900-57358-0283.fits,0.4924442,0.0258,8586
spec-8490-57104-0930.fits,0.4925863,0.0176,8587
spec-7694-57359-0862.fits,0.4929588,0.0278,8588
spec-8741-57390-0914.fits,0.4929911,0.0365,8589
spec-7585-57190-0678.fits,0.4932738,0.0354,8590
spec-7915-57309-0618.fits,0.4933074,0.0242,8591
spec-7655-57336-0792.fits,0.4935096,0.0374,8592
spec-7900-57358-0037.fits,0.4936157,0.0214,8593
spec-7596-56945-0454.fits,0.4946303,0.0404,8594
spec-8499-57431-0041.fits,0.4950382,0.0065,8595
spec-7685-57062-0962.fits,0.4952083,0.1175,8596
spec-7636-56989-0452.fits,0.4954345,0.0835,8597
spec-7898-57363-0058.fits,0.4955277,0.0278,8598
spec-8291-57391-0986.fits,0.495788,0.0374,8599
spec-7575-56947-0928.fits,0.4960949,0.0759,8600
spec-8356-56989-0643.fits,0.4963569,0.0215,8601
spec-7900-57358-0674.fits,0.4969549,0.0334,8602
spec-7576-56948-0556.fits,0.497585,0.069,8603
spec-8358-57451-0143.fits,0.4976309,0.0129,8604
spec-7892-57333-0076.fits,0.4981135,0.0203,8605
spec-7613-56988-0237.fits,0.4981633,0.0323,8606
spec-8862-57461-0902.fits,0.4982803,0.0119,8607
spec-8841-57425-0722.fits,0.4983492,0.0194,8608
spec-7682-57415-0691.fits,0.4984966,0.0792,8609
spec-7609-56959-0046.fits,0.4990107,0.0472,8610
spec-7581-57195-0061.fits,0.4996441,0.0375,8611
spec-7849-56980-0684.fits,0.4996894,0.0247,8612
spec-7860-57006-0539.fits,0.5000913,0.0316,8613
spec-7656-57338-0792.fits,0.5003551,0.0565,8614
spec-8874-57426-0792.fits,0.5008557,0.0214,8615
spec-7656-57338-0658.fits,0.5008817,0.0524,8616
spec-7579-56954-0983.fits,0.5008996,0.039,8617
spec-8199-57428-0650.fits,0.5009739,0.0144,8618
spec-7915-57309-0510.fits,0.5012592,0.024,8619
spec-7877-56898-0770.fits,0.5017507,0.0396,8620
spec-8295-57401-0722.fits,0.5021684,0.0241,8621
spec-8738-57402-0018.fits,0.5024465,0.0233,8622
spec-7860-57006-0789.fits,0.5027783,0.0216,8623
spec-8293-57361-0078.fits,0.5028177,0.0374,8624
spec-8173-57375-0054.fits,0.5028647,0.0097,8625
spec-7915-57309-0068.fits,0.5029225,0.0361,8626
spec-7859-57282-0890.fits,0.5035537,0.0338,8627
spec-7892-57333-0937.fits,0.5037442,0.0225,8628
spec-7577-56944-0913.fits,0.5039597,0.0454,8629
spec-7865-56955-0806.fits,0.5040364,0.0212,8630
spec-8182-56993-0201.fits,0.5042034,0.0084,8631
spec-7648-57329-0208.fits,0.5042145,0.0669,8632
spec-7853-56988-0219.fits,0.5045576,0.0204,8633
spec-7602-56954-0472.fits,0.5050386,0.0689,8634
spec-8865-57426-0592.fits,0.505677,0.0162,8635
spec-8501-57519-0174.fits,0.5057742,0.0101,8636
spec-8831-57448-0868.fits,0.5059428,0.0135,8637
spec-7693-57361-0356.fits,0.5065197,0.0381,8638
spec-7641-57307-0900.fits,0.5065791,0.0541,8639
spec-8292-57373-0116.fits,0.5066923,0.0407,8640
spec-7836-57278-0910.fits,0.5067934,0.0255,8641
spec-8842-57424-0653.fits,0.5072724,0.0181,8642
spec-8291-57391-0702.fits,0.5075002,0.039,8643
spec-7841-56960-0809.fits,0.507867,0.0234,8644
spec-7858-57281-0785.fits,0.5089756,0.0202,8645
spec-7658-57312-0558.fits,0.5093933,0.1284,8646
spec-7842-56899-0636.fits,0.5104666,0.0331,8647
spec-7915-57309-0722.fits,0.510678,0.0214,8648
spec-8742-57364-0546.fits,0.5110755,0.1631,8649
spec-8206-57424-0593.fits,0.5111296,0.0083,8650
spec-7608-56945-0492.fits,0.5111334,0.0858,8651
spec-7581-57195-0772.fits,0.5122102,0.0412,8652
spec-8740-57367-0725.fits,0.5125,0.0502,8653
spec-7685-57062-0662.fits,0.5127538,0.0904,8654
spec-8290-57364-0510.fits,0.5130591,0.0447,8655
spec-7833-57286-0047.fits,0.513137,0.0277,8656
spec-7682-57415-0708.fits,0.5137939,0.0579,8657
spec-8055-57187-0374.fits,0.5140071,0.0123,8658
spec-7913-57333-0082.fits,0.5141876,0.0282,8659
spec-8281-57042-0160.fits,0.5142896,0.029,8660
spec-7694-57359-0910.fits,0.5146866,0.0326,8661
spec-7692-57064-0828.fits,0.5151391,0.0788,8662
spec-8281-57042-0240.fits,0.5156251,0.0217,8663
spec-7829-57011-0372.fits,0.5156738,0.0235,8664
spec-7863-56975-0316.fits,0.5165673,0.0306,8665
spec-7681-57042-0677.fits,0.5165719,0.0406,8666
spec-8860-57458-0184.fits,0.5166016,0.0316,8667
spec-8056-57186-0232.fits,0.516666,0.0181,8668
spec-7607-56902-0736.fits,0.5167166,0.0536,8669
spec-8738-57402-0660.fits,0.516838,0.0306,8670
spec-8738-57402-0966.fits,0.517123,0.04,8671
